TraceFinder Compound Database Export,Schema Version 1,,,,,,,,,,,,,,,,,,
,,,,,,,PEAK 1,,,,,,,,,,PEAK 1 CONFIRMINGS,,
Arginine M0,XIC,C6H14N4O2,Metabolomics,,ESI,5000,,175.11895,M+H,+,1,8.8,60,,40,,,,
Arginine N1,XIC,C6H14N4O3,Metabolomics,,ESI,5000,,176.11598,M+H,+,1,8.8,60,,40,,,,
Arginine N2,XIC,C6H14N4O4,Metabolomics,,ESI,5000,,177.11301,M+H,+,1,8.8,60,,40,,,,
Arginine N3,XIC,C6H14N4O5,Metabolomics,,ESI,5000,,178.11004,M+H,+,1,8.8,60,,40,,,,
Arginine N4,XIC,C6H14N4O6,Metabolomics,,ESI,5000,,179.10707,M+H,+,1,8.8,60,,40,,,,
Arginine M1,XIC,C6H14N4O2,Metabolomics,,ESI,5000,,176.1223,M+H,+,1,8.8,60,,40,,,175.11895,0
Arginine M2,XIC,C6H14N4O2,Metabolomics,,ESI,5000,,177.12565,M+H,+,1,8.8,60,,40,,,175.11895,0
Arginine M3,XIC,C6H14N4O2,Metabolomics,,ESI,5000,,178.129,M+H,+,1,8.8,60,,40,,,175.11895,0
Arginine M4,XIC,C6H14N4O2,Metabolomics,,ESI,5000,,179.13235,M+H,+,1,8.8,60,,40,,,175.11895,0
Arginine M5,XIC,C6H14N4O2,Metabolomics,,ESI,5000,,180.1357,M+H,+,1,8.8,60,,40,,,175.11895,0
Arginine M6,XIC,C6H14N4O2,Metabolomics,,ESI,5000,,181.13905,M+H,+,1,8.8,60,,40,,,175.11895,0
Argininosuccinate M0,XIC,C10H18N4O6,Metabolomics,,ESI,5000,,289.11536,M-H,-,1,12.7,60,,40,,,,
Argininosuccinate M1,XIC,C10H18N4O6,Metabolomics,,ESI,5000,,290.11871,M-H,-,1,12.7,60,,40,,,289.11536,0
Argininosuccinate M2,XIC,C10H18N4O6,Metabolomics,,ESI,5000,,291.12206,M-H,-,1,12.7,60,,40,,,289.11536,0
Argininosuccinate M3,XIC,C10H18N4O6,Metabolomics,,ESI,5000,,292.12541,M-H,-,1,12.7,60,,40,,,289.11536,0
Argininosuccinate M4,XIC,C10H18N4O6,Metabolomics,,ESI,5000,,293.12876,M-H,-,1,12.7,60,,40,,,289.11536,0
Ascorbic acid (Vitamin C) M0,XIC,C6H8O6,Metabolomics,,ESI,5000,,175.02481,M-H,-,1,17.15,60,,40,,,,
Asparagine M0,XIC,C4H8N2O3,Metabolomics,,ESI,5000,,131.04622,M-H,-,1,10.4,60,,40,,,,
Asparagine N1,XIC,C4H8N2O4,Metabolomics,,ESI,5000,,132.04325,M-H,-,1,10.4,60,,40,,,,
Asparagine N2,XIC,C4H8N2O5,Metabolomics,,ESI,5000,,133.04028,M-H,-,1,10.4,60,,40,,,,
Asparagine M1,XIC,C4H8N2O3,Metabolomics,,ESI,5000,,132.04957,M-H,-,1,10.4,60,,40,,,131.04622,0
Asparagine M2,XIC,C4H8N2O3,Metabolomics,,ESI,5000,,133.05292,M-H,-,1,10.4,60,,40,,,131.04622,0
Asparagine M3,XIC,C4H8N2O3,Metabolomics,,ESI,5000,,134.05627,M-H,-,1,10.4,60,,40,,,131.04622,0
Asparagine M4,XIC,C4H8N2O3,Metabolomics,,ESI,5000,,135.05962,M-H,-,1,10.4,60,,40,,,131.04622,0
Aspartic Acid M0,XIC,C4H7NO4,Metabolomics,,ESI,5000,,132.03023,M-H,-,1,14.7,60,,40,,,,
Aspartic Acid N1,XIC,C4H7NO5,Metabolomics,,ESI,5000,,133.02726,M-H,-,1,14.7,60,,40,,,,
Aspartic Acid M1,XIC,C4H7NO4,Metabolomics,,ESI,5000,,133.03358,M-H,-,1,14.7,60,,40,,,132.03023,0
Aspartic Acid M2,XIC,C4H7NO4,Metabolomics,,ESI,5000,,134.03693,M-H,-,1,14.7,60,,40,,,132.03023,0
Aspartic Acid M3,XIC,C4H7NO4,Metabolomics,,ESI,5000,,135.04028,M-H,-,1,14.7,60,,40,,,132.03023,0
Aspartic Acid M4,XIC,C4H7NO4,Metabolomics,,ESI,5000,,136.04363,M-H,-,1,14.7,60,,40,,,132.03023,0
ATP M0,XIC,C10H16N5O13P3,Metabolomics,,ESI,5000,,505.98847,M-H,-,1,20.5,60,,40,,,158.924,0
ATP N1,XIC,C10H16N5O13P4,Metabolomics,,ESI,5000,,506.9855,M-H,-,1,20.5,60,,40,,,158.924,0
ATP N2,XIC,C10H16N5O13P5,Metabolomics,,ESI,5000,,507.98253,M-H,-,1,20.5,60,,40,,,158.924,0
ATP N3,XIC,C10H16N5O13P6,Metabolomics,,ESI,5000,,508.97956,M-H,-,1,20.5,60,,40,,,158.924,0
ATP N4,XIC,C10H16N5O13P7,Metabolomics,,ESI,5000,,509.97659,M-H,-,1,20.5,60,,40,,,158.924,0
ATP N5,XIC,C10H16N5O13P8,Metabolomics,,ESI,5000,,510.97362,M-H,-,1,20.5,60,,40,,,158.924,0
ATP M1,XIC,C10H16N5O13P3,Metabolomics,,ESI,5000,,506.99182,M-H,-,1,20.5,60,,40,,,505.98847,0
ATP M10,XIC,C10H16N5O13P3,Metabolomics,,ESI,5000,,516.02197,M-H,-,1,20.5,60,,40,,,505.98847,0
ATP M2,XIC,C10H16N5O13P3,Metabolomics,,ESI,5000,,507.99517,M-H,-,1,20.5,60,,40,,,505.98847,0
ATP M3,XIC,C10H16N5O13P3,Metabolomics,,ESI,5000,,508.99852,M-H,-,1,20.5,60,,40,,,505.98847,0
ATP M4,XIC,C10H16N5O13P3,Metabolomics,,ESI,5000,,510.00187,M-H,-,1,20.5,60,,40,,,505.98847,0
ATP M5,XIC,C10H16N5O13P3,Metabolomics,,ESI,5000,,511.00522,M-H,-,1,20.5,60,,40,,,505.98847,0
ATP M6,XIC,C10H16N5O13P3,Metabolomics,,ESI,5000,,512.00857,M-H,-,1,20.5,60,,40,,,505.98847,0
ATP M7,XIC,C10H16N5O13P3,Metabolomics,,ESI,5000,,513.01192,M-H,-,1,20.5,60,,40,,,505.98847,0
ATP M8,XIC,C10H16N5O13P3,Metabolomics,,ESI,5000,,514.01527,M-H,-,1,20.5,60,,40,,,505.98847,0
ATP M9,XIC,C10H16N5O13P3,Metabolomics,,ESI,5000,,515.01862,M-H,-,1,20.5,60,,40,,,505.98847,0
beta-Alanine M0,XIC,C3H7NO2,Metabolomics,,ESI,5000,,90.05495,M+H,+,1,7.54,60,,40,,,88.039,0
beta-Estradiol M0,XIC,C18H24O2,Metabolomics,,ESI,5000,,271.17035,M-H,-,1,5,60,,40,,,,
Betaine M0,XIC,C5H11NO2,Metabolomics,,ESI,5000,,118.08625,M+H,+,1,5.9,60,,40,,,,
Betaine M1,XIC,C5H11NO2,Metabolomics,,ESI,5000,,119.0896,M+H,+,1,5.9,60,,40,,,118.08625,0
Betaine M2,XIC,C5H11NO2,Metabolomics,,ESI,5000,,60.09295,M+H,+,1,5.9,60,,40,,,118.08625,0
Betaine M3,XIC,C5H11NO2,Metabolomics,,ESI,5000,,121.0963,M+H,+,1,5.9,60,,40,,,118.08625,0
Betaine M4,XIC,C5H11NO2,Metabolomics,,ESI,5000,,122.09965,M+H,+,1,5.9,60,,40,,,118.08625,0
Betaine M5,XIC,C5H11NO2,Metabolomics,,ESI,5000,,123.103,M+H,+,1,5.9,60,,40,,,118.08625,0
Biotin (Vitamin B7) M0,XIC,C10H16N2O3S,Metabolomics,,ESI,5000,,243.08089,M-H,-,1,5.9,60,,40,,,,
Butyric Acid M0,XIC,C4H8O2,Metabolomics,,ESI,5000,,87.04515,M-H,-,1,9.7,60,,40,,,,
Butyric Acid M1,XIC,C4H8O2,Metabolomics,,ESI,5000,,88.0485,M-H,-,1,9.7,60,,40,,,87.04515,0
Butyric Acid M2,XIC,C4H8O2,Metabolomics,,ESI,5000,,89.05185,M-H,-,1,9.7,60,,40,,,87.04515,0
Butyric Acid M3,XIC,C4H8O2,Metabolomics,,ESI,5000,,90.0552,M-H,-,1,9.7,60,,40,,,87.04515,0
Butyric Acid M4,XIC,C4H8O2,Metabolomics,,ESI,5000,,91.05855,M-H,-,1,9.7,60,,40,,,87.04515,0
C M0,XIC,C9H13N3O5,Metabolomics,,ESI,5000,,244.0928,M+H,+,1,5.7,60,,40,,,,
C M1,XIC,C9H13N3O5,Metabolomics,,ESI,5000,,245.09615,M+H,+,1,5.7,60,,40,,,244.0928,0
C M2,XIC,C9H13N3O5,Metabolomics,,ESI,5000,,246.0995,M+H,+,1,5.7,60,,40,,,244.0928,0
C M3,XIC,C9H13N3O5,Metabolomics,,ESI,5000,,247.10285,M+H,+,1,5.7,60,,40,,,244.0928,0
C M4,XIC,C9H13N3O5,Metabolomics,,ESI,5000,,248.1062,M+H,+,1,5.7,60,,40,,,244.0928,0
C M5,XIC,C9H13N3O5,Metabolomics,,ESI,5000,,249.10955,M+H,+,1,5.7,60,,40,,,244.0928,0
C M6,XIC,C9H13N3O5,Metabolomics,,ESI,5000,,250.1129,M+H,+,1,5.7,60,,40,,,244.0928,0
C M7,XIC,C9H13N3O5,Metabolomics,,ESI,5000,,251.11625,M+H,+,1,5.7,60,,40,,,244.0928,0
C M8,XIC,C9H13N3O5,Metabolomics,,ESI,5000,,252.1196,M+H,+,1,5.7,60,,40,,,244.0928,0
C M9,XIC,C9H13N3O5,Metabolomics,,ESI,5000,,253.12295,M+H,+,1,5.7,60,,40,,,244.0928,0
Caffeine M0,XIC,C8H10N4O2,Metabolomics,,ESI,5000,,195.08765,M+H,+,1,1.95,60,,40,,,,
cAMP M0,XIC,C10H12N5O6P,Metabolomics,,ESI,5000,,328.04524,M-H,-,1,15.29,60,,40,,,,
Carbamoyl phosphate M0,XIC,CH4NO5P,Metabolomics,,ESI,5000,,139.97543,M-H,-,1,14.4,60,,40,,,,
Carnitine M0,XIC,C7H15NO3,Metabolomics,,ESI,5000,,162.11247,M+H,+,1,7.8,60,,40,,,,
Carnitine N1,XIC,C7H15NO4,Metabolomics,,ESI,5000,,163.1095,M+H,+,1,7.8,60,,40,,,,
Carnitine M1,XIC,C7H15NO3,Metabolomics,,ESI,5000,,163.11582,M+H,+,1,7.8,60,,40,,,162.11247,0
Carnitine M2,XIC,C7H15NO3,Metabolomics,,ESI,5000,,164.11917,M+H,+,1,7.8,60,,40,,,162.11247,0
Carnitine M3,XIC,C7H15NO3,Metabolomics,,ESI,5000,,165.12252,M+H,+,1,7.8,60,,40,,,162.11247,0
Carnitine M4,XIC,C7H15NO3,Metabolomics,,ESI,5000,,166.12587,M+H,+,1,7.8,60,,40,,,162.11247,0
Carnitine M5,XIC,C7H15NO3,Metabolomics,,ESI,5000,,167.12922,M+H,+,1,7.8,60,,40,,,162.11247,0
Carnitine M6,XIC,C7H15NO3,Metabolomics,,ESI,5000,,168.13257,M+H,+,1,7.8,60,,40,,,162.11247,0
Carnitine M7,XIC,C7H15NO3,Metabolomics,,ESI,5000,,169.13592,M+H,+,1,7.8,60,,40,,,162.11247,0
CDP M0,XIC,C9H15N3O11P2,Metabolomics,,ESI,5000,,402.0109,M-H,-,1,19.9,60,,40,,,,
CDP M1,XIC,C9H15N3O11P2,Metabolomics,,ESI,5000,,403.01425,M-H,-,1,19.9,60,,40,,,402.0109,0
CDP M2,XIC,C9H15N3O11P2,Metabolomics,,ESI,5000,,404.0176,M-H,-,1,19.9,60,,40,,,402.0109,0
CDP M3,XIC,C9H15N3O11P2,Metabolomics,,ESI,5000,,405.02095,M-H,-,1,19.9,60,,40,,,402.0109,0
CDP M4,XIC,C9H15N3O11P2,Metabolomics,,ESI,5000,,406.0243,M-H,-,1,19.9,60,,40,,,402.0109,0
CDP M5,XIC,C9H15N3O11P2,Metabolomics,,ESI,5000,,407.02765,M-H,-,1,19.9,60,,40,,,402.0109,0
CDP M6,XIC,C9H15N3O11P2,Metabolomics,,ESI,5000,,408.031,M-H,-,1,19.9,60,,40,,,402.0109,0
CDP M7,XIC,C9H15N3O11P2,Metabolomics,,ESI,5000,,409.03435,M-H,-,1,19.9,60,,40,,,402.0109,0
CDP M8,XIC,C9H15N3O11P2,Metabolomics,,ESI,5000,,410.0377,M-H,-,1,19.9,60,,40,,,402.0109,0
CDP M9,XIC,C9H15N3O11P2,Metabolomics,,ESI,5000,,411.04105,M-H,-,1,19.9,60,,40,,,402.0109,0
CDP-choline M0,XIC,C14H26N4O11P2,Metabolomics,,ESI,5000,,489.11461,M+H,+,1,11.5,60,,40,,,,
CDP-choline M1,XIC,C14H26N4O11P2,Metabolomics,,ESI,5000,,490.11796,M+H,+,1,11.5,60,,40,,,489.11461,0
CDP-choline M10,XIC,C14H26N4O11P2,Metabolomics,,ESI,5000,,499.14811,M+H,+,1,11.5,60,,40,,,489.11461,0
CDP-choline M11,XIC,C14H26N4O11P2,Metabolomics,,ESI,5000,,500.15146,M+H,+,1,11.5,60,,40,,,489.11461,0
CDP-choline M12,XIC,C14H26N4O11P2,Metabolomics,,ESI,5000,,501.15481,M+H,+,1,11.5,60,,40,,,489.11461,0
CDP-choline M13,XIC,C14H26N4O11P2,Metabolomics,,ESI,5000,,502.15816,M+H,+,1,11.5,60,,40,,,489.11461,0
CDP-choline M14,XIC,C14H26N4O11P2,Metabolomics,,ESI,5000,,503.16151,M+H,+,1,11.5,60,,40,,,489.11461,0
CDP-choline M2,XIC,C14H26N4O11P2,Metabolomics,,ESI,5000,,491.12131,M+H,+,1,11.5,60,,40,,,489.11461,0
CDP-choline M3,XIC,C14H26N4O11P2,Metabolomics,,ESI,5000,,492.12466,M+H,+,1,11.5,60,,40,,,489.11461,0
CDP-choline M4,XIC,C14H26N4O11P2,Metabolomics,,ESI,5000,,493.12801,M+H,+,1,11.5,60,,40,,,489.11461,0
CDP-choline M5,XIC,C14H26N4O11P2,Metabolomics,,ESI,5000,,494.13136,M+H,+,1,11.5,60,,40,,,489.11461,0
CDP-choline M6,XIC,C14H26N4O11P2,Metabolomics,,ESI,5000,,495.13471,M+H,+,1,11.5,60,,40,,,489.11461,0
CDP-choline M7,XIC,C14H26N4O11P2,Metabolomics,,ESI,5000,,496.13806,M+H,+,1,11.5,60,,40,,,489.11461,0
CDP-choline M8,XIC,C14H26N4O11P2,Metabolomics,,ESI,5000,,497.14141,M+H,+,1,11.5,60,,40,,,489.11461,0
CDP-choline M9,XIC,C14H26N4O11P2,Metabolomics,,ESI,5000,,498.14476,M+H,+,1,11.5,60,,40,,,489.11461,0
CDP-ethanolamine M0,XIC,C11H20N4O11P2,Metabolomics,,ESI,5000,,445.0531,M-H,-,1,13.06,60,,40,,,,
CDP-ethanolamine M1,XIC,C11H20N4O11P2,Metabolomics,,ESI,5000,,446.05645,M-H,-,1,13.06,60,,40,,,445.0531,0
CDP-ethanolamine M10,XIC,C11H20N4O11P2,Metabolomics,,ESI,5000,,455.0866,M-H,-,1,13.06,60,,40,,,445.0531,0
CDP-ethanolamine M11,XIC,C11H20N4O11P2,Metabolomics,,ESI,5000,,456.08995,M-H,-,1,13.06,60,,40,,,445.0531,0
CDP-ethanolamine M2,XIC,C11H20N4O11P2,Metabolomics,,ESI,5000,,447.0598,M-H,-,1,13.06,60,,40,,,445.0531,0
CDP-ethanolamine M3,XIC,C11H20N4O11P2,Metabolomics,,ESI,5000,,448.06315,M-H,-,1,13.06,60,,40,,,445.0531,0
CDP-ethanolamine M4,XIC,C11H20N4O11P2,Metabolomics,,ESI,5000,,449.0665,M-H,-,1,13.06,60,,40,,,445.0531,0
CDP-ethanolamine M5,XIC,C11H20N4O11P2,Metabolomics,,ESI,5000,,450.06985,M-H,-,1,13.06,60,,40,,,445.0531,0
CDP-ethanolamine M6,XIC,C11H20N4O11P2,Metabolomics,,ESI,5000,,451.0732,M-H,-,1,13.06,60,,40,,,445.0531,0
CDP-ethanolamine M7,XIC,C11H20N4O11P2,Metabolomics,,ESI,5000,,452.07655,M-H,-,1,13.06,60,,40,,,445.0531,0
CDP-ethanolamine M8,XIC,C11H20N4O11P2,Metabolomics,,ESI,5000,,453.0799,M-H,-,1,13.06,60,,40,,,445.0531,0
CDP-ethanolamine M9,XIC,C11H20N4O11P2,Metabolomics,,ESI,5000,,454.08325,M-H,-,1,13.06,60,,40,,,445.0531,0
Cholesterol M0,XIC,C27H46O,Metabolomics,,ESI,5000,,387.36214,M+H,+,1,1.8,60,,40,,,,
Choline M0,XIC,C5H13NO,Metabolomics,,ESI,5000,,104.10699,M+H,+,1,8.8,60,,40,,,,
Choline N1,XIC,C5H13NO,Metabolomics,,ESI,5000,,105.10402,M+H,+,1,8.8,60,,40,,,,
Choline M1,XIC,C5H13NO,Metabolomics,,ESI,5000,,105.11034,M+H,+,1,8.8,60,,40,,,104.10699,0
Choline M2,XIC,C5H13NO,Metabolomics,,ESI,5000,,106.11369,M+H,+,1,8.8,60,,40,,,104.10699,0
Choline M3,XIC,C5H13NO,Metabolomics,,ESI,5000,,107.11704,M+H,+,1,8.8,60,,40,,,104.10699,0
Choline M4,XIC,C5H13NO,Metabolomics,,ESI,5000,,108.6039,M+H,+,1,8.8,60,,40,,,104.10699,0
Choline M5,XIC,C5H13NO,Metabolomics,,ESI,5000,,109.12374,M+H,+,1,8.8,60,,40,,,104.10699,0
Cinnamic acid M0,XIC,C9H8O2,Metabolomics,,ESI,5000,,147.04515,M-H,-,1,7.6,60,,40,,,,
Citraconic acid M0,XIC,C5H6O4,Metabolomics,,ESI,5000,,129.01933,M-H,-,1,14.92,60,,40,,,,
Citrate M0,XIC,C6H8O7,Metabolomics,,ESI,5000,,191.01973,M-H,-,1,19.07,60,,40,,,,
Citrate M1,XIC,C6H8O7,Metabolomics,,ESI,5000,,192.02308,M-H,-,1,19.07,60,,40,,,191.01973,0
Citrate M2,XIC,C6H8O7,Metabolomics,,ESI,5000,,193.02643,M-H,-,1,19.07,60,,40,,,191.01973,0
Citrate M3,XIC,C6H8O7,Metabolomics,,ESI,5000,,194.02978,M-H,-,1,19.07,60,,40,,,191.01973,0
Citrate M4,XIC,C6H8O7,Metabolomics,,ESI,5000,,195.03313,M-H,-,1,19.07,60,,40,,,191.01973,0
Citrate M5,XIC,C6H8O7,Metabolomics,,ESI,5000,,196.03648,M-H,-,1,19.07,60,,40,,,191.01973,0
Citrate M6,XIC,C6H8O7,Metabolomics,,ESI,5000,,197.03983,M-H,-,1,19.07,60,,40,,,191.01973,0
Citrulline M0,XIC,C6H13N3O3,Metabolomics,,ESI,5000,,176.10297,M+H,+,1,3.5,60,,40,,,,
Citrulline N1,XIC,C6H13N3O4,Metabolomics,,ESI,5000,,177.1,M+H,+,1,3.5,60,,40,,,,
Citrulline N2,XIC,C6H13N3O5,Metabolomics,,ESI,5000,,178.09703,M+H,+,1,3.5,60,,40,,,,
Citrulline N3,XIC,C6H13N3O6,Metabolomics,,ESI,5000,,179.09406,M+H,+,1,3.5,60,,40,,,,
Citrulline M1,XIC,C6H13N3O3,Metabolomics,,ESI,5000,,177.10632,M+H,+,1,3.5,60,,40,,,176.10297,0
Citrulline M2,XIC,C6H13N3O3,Metabolomics,,ESI,5000,,178.10967,M+H,+,1,3.5,60,,40,,,176.10297,0
Citrulline M3,XIC,C6H13N3O3,Metabolomics,,ESI,5000,,179.11302,M+H,+,1,3.5,60,,40,,,176.10297,0
Citrulline M4,XIC,C6H13N3O3,Metabolomics,,ESI,5000,,180.11637,M+H,+,1,3.5,60,,40,,,176.10297,0
Citrulline M5,XIC,C6H13N3O3,Metabolomics,,ESI,5000,,181.11972,M+H,+,1,3.5,60,,40,,,176.10297,0
Citrulline M6,XIC,C6H13N3O3,Metabolomics,,ESI,5000,,182.12307,M+H,+,1,3.5,60,,40,,,176.10297,0
CMP M0,XIC,C9H14N3O8P,Metabolomics,,ESI,5000,,322.04457,M-H,-,1,17,60,,40,,,,
CMP M1,XIC,C9H14N3O8P,Metabolomics,,ESI,5000,,323.04792,M-H,-,1,17,60,,40,,,322.04457,0
CMP M2,XIC,C9H14N3O8P,Metabolomics,,ESI,5000,,324.05127,M-H,-,1,17,60,,40,,,322.04457,0
CMP M3,XIC,C9H14N3O8P,Metabolomics,,ESI,5000,,325.05462,M-H,-,1,17,60,,40,,,322.04457,0
CMP M4,XIC,C9H14N3O8P,Metabolomics,,ESI,5000,,326.05797,M-H,-,1,17,60,,40,,,322.04457,0
CMP M5,XIC,C9H14N3O8P,Metabolomics,,ESI,5000,,327.06132,M-H,-,1,17,60,,40,,,322.04457,0
CMP M6,XIC,C9H14N3O8P,Metabolomics,,ESI,5000,,328.06467,M-H,-,1,17,60,,40,,,322.04457,0
CMP M7,XIC,C9H14N3O8P,Metabolomics,,ESI,5000,,329.06802,M-H,-,1,17,60,,40,,,322.04457,0
CMP M8,XIC,C9H14N3O8P,Metabolomics,,ESI,5000,,330.07137,M-H,-,1,17,60,,40,,,322.04457,0
CMP M9,XIC,C9H14N3O8P,Metabolomics,,ESI,5000,,331.07472,M-H,-,1,17,60,,40,,,322.04457,0
Coumaric Acid M0,XIC,C9H8O3,Metabolomics,,ESI,5000,,163.04007,M-H,-,1,7.75,60,,40,,,,
Creatine M0,XIC,C4H9N3O2,Metabolomics,,ESI,5000,,132.07675,M+H,+,1,5.5,60,,40,,,,
Creatine M1,XIC,C4H9N3O2,Metabolomics,,ESI,5000,,133.0801,M+H,+,1,5.5,60,,40,,,132.07675,0
Creatine M2,XIC,C4H9N3O2,Metabolomics,,ESI,5000,,134.08345,M+H,+,1,5.5,60,,40,,,132.07675,0
Creatine M3,XIC,C4H9N3O2,Metabolomics,,ESI,5000,,135.0868,M+H,+,1,5.5,60,,40,,,132.07675,0
Creatine M4,XIC,C4H9N3O2,Metabolomics,,ESI,5000,,136.09015,M+H,+,1,5.5,60,,40,,,132.07675,0
Creatinine M0,XIC,C4H7N3O1,Metabolomics,,ESI,5000,,114.06619,M+H,+,1,2.9,60,,40,,,,
Creatinine M1,XIC,C4H7N3O1,Metabolomics,,ESI,5000,,115.06954,M+H,+,1,2.9,60,,40,,,114.06619,0
Creatinine M2,XIC,C4H7N3O1,Metabolomics,,ESI,5000,,116.07289,M+H,+,1,2.9,60,,40,,,114.06619,0
Creatinine M3,XIC,C4H7N3O1,Metabolomics,,ESI,5000,,117.07624,M+H,+,1,2.9,60,,40,,,114.06619,0
Creatinine M4,XIC,C4H7N3O1,Metabolomics,,ESI,5000,,118.07959,M+H,+,1,2.9,60,,40,,,114.06619,0
CTP M0,XIC,C9H16N3O14P3,Metabolomics,,ESI,5000,,481.97723,M-H,-,1,22.5,60,,40,,,,
CTP M1,XIC,C9H16N3O14P3,Metabolomics,,ESI,5000,,482.98058,M-H,-,1,22.5,60,,40,,,481.97723,0
CTP M2,XIC,C9H16N3O14P3,Metabolomics,,ESI,5000,,483.98393,M-H,-,1,22.5,60,,40,,,481.97723,0
CTP M3,XIC,C9H16N3O14P3,Metabolomics,,ESI,5000,,484.98728,M-H,-,1,22.5,60,,40,,,481.97723,0
CTP M4,XIC,C9H16N3O14P3,Metabolomics,,ESI,5000,,485.99063,M-H,-,1,22.5,60,,40,,,481.97723,0
CTP M5,XIC,C9H16N3O14P3,Metabolomics,,ESI,5000,,486.99398,M-H,-,1,22.5,60,,40,,,481.97723,0
CTP M6,XIC,C9H16N3O14P3,Metabolomics,,ESI,5000,,487.99733,M-H,-,1,22.5,60,,40,,,481.97723,0
CTP M7,XIC,C9H16N3O14P3,Metabolomics,,ESI,5000,,489.00068,M-H,-,1,22.5,60,,40,,,481.97723,0
CTP M8,XIC,C9H16N3O14P3,Metabolomics,,ESI,5000,,490.00403,M-H,-,1,22.5,60,,40,,,481.97723,0
CTP M9,XIC,C9H16N3O14P3,Metabolomics,,ESI,5000,,491.00738,M-H,-,1,22.5,60,,40,,,481.97723,0
CTP M9N1,XIC,C9H16N3O14P4,Metabolomics,,ESI,5000,,492.00442,M-H,-,1,22.5,60,,40,,,481.97723,0
CTP M9N2,XIC,C9H16N3O14P5,Metabolomics,,ESI,5000,,493.00146,M-H,-,1,22.5,60,,40,,,481.97723,0
CTP M9N3,XIC,C9H16N3O14P6,Metabolomics,,ESI,5000,,493.9985,M-H,-,1,22.5,60,,40,,,481.97723,0
Cyanuric acid M0,XIC,C3H3N3O3,Metabolomics,,ESI,5000,,128.01016,M-H,-,1,9.51,60,,40,,,,
Cystathionine M0,XIC,C7H14N2O4S,Metabolomics,,ESI,5000,,223.0747,M+H,+,1,11.25,60,,40,,,,
Cystathionine M1,XIC,C7H14N2O4S,Metabolomics,,ESI,5000,,224.07805,M+H,+,1,11.25,60,,40,,,223.0747,0
Cystathionine M2,XIC,C7H14N2O4S,Metabolomics,,ESI,5000,,225.0814,M+H,+,1,11.25,60,,40,,,223.0747,0
Cystathionine M3,XIC,C7H14N2O4S,Metabolomics,,ESI,5000,,226.08475,M+H,+,1,11.25,60,,40,,,223.0747,0
Cystathionine M4,XIC,C7H14N2O4S,Metabolomics,,ESI,5000,,227.0881,M+H,+,1,11.25,60,,40,,,223.0747,0
Cystathionine M5,XIC,C7H14N2O4S,Metabolomics,,ESI,5000,,228.09145,M+H,+,1,11.25,60,,40,,,223.0747,0
Cystathionine M6,XIC,C7H14N2O4S,Metabolomics,,ESI,5000,,229.0948,M+H,+,1,11.25,60,,40,,,223.0747,0
Cystathionine M7,XIC,C7H14N2O4S,Metabolomics,,ESI,5000,,230.09815,M+H,+,1,11.25,60,,40,,,223.0747,0
Cysteine M0,XIC,C3H7NO2S,Metabolomics,,ESI,5000,,241.03112,M+H,+,1,15.8,60,,40,,,122.027,0
Cysteine N1,XIC,C3H7NO2S,Metabolomics,,ESI,5000,,242.02816,M+H,+,1,15.8,60,,40,,,241.03112,0
Cysteine M1,XIC,C3H7NO2S,Metabolomics,,ESI,5000,,242.03447,M+H,+,1,15.8,60,,40,,,241.03112,0
Cysteine M2,XIC,C3H7NO2S,Metabolomics,,ESI,5000,,243.03782,M+H,+,1,15.8,60,,40,,,241.03112,0
Cysteine M3,XIC,C3H7NO2S,Metabolomics,,ESI,5000,,244.04117,M+H,+,1,15.8,60,,40,,,241.03112,0
Cysteine Sulfinic Acid M0,XIC,C3H7NO4S,Metabolomics,,ESI,5000,,154.01685,M+H,+,1,8.01,60,,40,,,,
Cystine M0,XIC,C6H12N2O4S2,Metabolomics,,ESI,5000,,241.03112,M+H,+,1,15.8,60,,40,,,,
Cystine M1,XIC,C6H12N2O4S2,Metabolomics,,ESI,5000,,242.03447,M+H,+,1,7.7,60,,40,,,241.03112,0
Cystine M2,XIC,C6H12N2O4S2,Metabolomics,,ESI,5000,,243.03782,M+H,+,1,7.7,60,,40,,,241.03112,0
Cystine M3,XIC,C6H12N2O4S2,Metabolomics,,ESI,5000,,244.04117,M+H,+,1,7.7,60,,40,,,241.03112,0
Cystine M4,XIC,C6H12N2O4S2,Metabolomics,,ESI,5000,,245.04452,M+H,+,1,7.7,60,,40,,,241.03112,0
Cystine M5,XIC,C6H12N2O4S2,Metabolomics,,ESI,5000,,246.04787,M+H,+,1,7.7,60,,40,,,241.03112,0
Cystine M6,XIC,C6H12N2O4S2,Metabolomics,,ESI,5000,,247.05122,M+H,+,1,7.7,60,,40,,,241.03112,0
Cytosine M0,XIC,C4H5N3O,Metabolomics,,ESI,5000,,112.05054,M+H,+,1,5.7,60,,40,,,,
Cytosine M1,XIC,C4H5N3O,Metabolomics,,ESI,5000,,113.05389,M+H,+,1,5.7,60,,40,,,112.05054,0
Cytosine M2,XIC,C4H5N3O,Metabolomics,,ESI,5000,,114.05724,M+H,+,1,5.7,60,,40,,,112.05054,0
Cytosine M3,XIC,C4H5N3O,Metabolomics,,ESI,5000,,115.06059,M+H,+,1,5.7,60,,40,,,112.05054,0
Cytosine M4,XIC,C4H5N3O,Metabolomics,,ESI,5000,,116.06394,M+H,+,1,5.7,60,,40,,,112.05054,0
